eval_id,question,category,classification,refined_query,retrieved_count,filtered_count,final_context_count,final_context_doc_types,final_context_categories,attribution_doc_ids,answer_preview
qa_040,물품 처분 승인요청과 승인취소는 어떻게 해?,물품 처분 관리,NEED_RAG,물품 처분 승인 요청 및 승인 취소 절차는 어떻게 되나요?,25,8,2,manual_chunk|qa,물품 처분 관리|물품 처분 관리,manual_manual_chapter5.json_5.3.2_005|qa_0040,"[물품 처분 관리] 페이지에서 다음 절차를 따르시면 됩니다:

1. 상단의 검색 영역에서 '처분일자'와 '승인상태(전체/대기/반려/확정)'를 입력하여 [조회]합니다.
2. 하단에 뜨는 '처분 등록 목록'에서 승인 요청을 보낼 물품을 선택합니다.
3. 하단의 '처분 물품 목록'에 뜨는 물품들 중 해당하는 물품을 클릭합니다.
4. 우측 상단의 [승인요청] 버튼을 눌러 관리자에게 확정을 요청합니다.

승인취소는 다음과 같이 진행합니다:

1. 요청을 보낸 물품들 중 승인상태가 '대기' 또는 '반려'인 것을 선택합니다.
2. 우측 상단의 "
qa_041,등록한 처분의 물품 정보를 수정하려면 어떻게 해?,물품 처분 관리,NEED_RAG,등록한 처분의 물품 정보를 수정하는 절차,25,7,2,manual_chunk|qa,물품 처분 관리|물품 처분 관리,manual_manual_chapter5.json_5.3.1_004|qa_0041,"'처분 등록 목록'에서 수정할 물품을 선택한 후 하단에 뜨는 '처분 물품 목록'에서 해당하는 물품을 클릭합니다. 이후 우측 상단의 [수정] 버튼을 클릭하여 [처분 등록] 페이지로 넘어온 후, 하단의 '처분 등록 정보'에서 '처분일자', '등록자ID', '처분정리구분' 중 수정할 항목을 수정한 뒤 우측 [저장] 버튼을 누르면 수정사항이 반영됩니다."
qa_042,등록된 물품 처분 목록을 삭제하는 방법은 뭐야?,물품 처분 관리,NEED_RAG,"""등록된 물품 처분 목록 삭제 절차""",25,6,3,manual_chunk|manual_chunk|qa,물품 처분 관리|물품 처분 관리|물품 처분 관리,manual_manual_chapter5.json_5.3.1_004|manual_manual_chapter5.json_5.3.3_006|qa_0042,"'처분 등록 목록'에서 삭제하고자 하는 물품을 선택한 후 하단에 뜨는 '처분 물품 목록'에서 해당하는 물품을 클릭합니다. 그리고 우측 상단의 [삭제] 버튼을 클릭하면 됩니다. 단, 승인상태가 '대기' 혹은 '반려'인 경우에만 삭제할 수 있습니다."
qa_043,관리자가 물품 처분을 확정하는 과정은 어떻게 돼?,물품 처분 관리,NEED_RAG,"""관리자가 물품 처분을 확정하는 절차는 무엇인가요?""",25,16,2,manual_chunk|qa,물품 취득 관리|물품 취득 관리,manual_manual_chapter1.json_1.3.5_008|qa_0008,제공된 매뉴얼 근거만으로는 확인하기 어렵습니다.
qa_044,물품 처분 목록은 어떻게 조회할 수 있어?,물품 처분 관리,NEED_RAG,물품 처분 목록 조회 방법은?,25,14,3,manual_chunk|manual_chunk|manual_chunk,물품 처분 관리|물품 처분 관리|물품 처분 관리,manual_manual_chapter5.json_5.4_008|manual_manual_chapter5.json_5.3.1_004|manual_manual_chapter5.json_5.2.1_001,"물품 처분 목록을 조회하는 방법은 다음과 같습니다:

1. **조회 조건 설정**: [물품 처분 관리] 페이지의 상단 검색 영역에서 '처분일자'와 '승인상태(전체/대기/반려/확정)' 정보를 입력합니다. 필요에 따라 [초기화] 버튼을 사용하여 조건을 초기화할 수 있습니다.

2. **조회**: 조건을 설정한 후 [조회] 버튼을 클릭하면, '처분 목록'에 해당하는 등록 목록이 행으로 표시됩니다.

3. **처분 물품 정보 확인**: 등록 목록 행을 선택하면 하단에 '처분 물품 목록'이 나타나며, 이를 통해 세부 정보를 확인할 수 있습니"
qa_045,물품 처분 관리 시 유의사항이나 제약사항이 있어?,물품 처분 관리,NEED_RAG,물품 처분 관리 시 유의사항 또는 제약사항은 무엇인가요?,25,12,3,qa|qa|qa,물품 처분 관리|물품 처분 관리|물품 처분 관리,qa_0045|qa_0036|qa_0043,"물품 처분 관리 시 유의사항이나 제약사항으로는, 물품 정보의 수정 및 삭제는 정보를 입력한 등록자만 가능하다는 점이 있습니다. 또한, 관리자가 이미 '확정' 처리를 한 경우에는 수정이나 삭제 버튼이 비활성화되어 변경할 수 없습니다. 관리자가 처분을 '확정'한 물품은 즉시 보유 자산 목록에서 삭제됩니다."
qa_046,물품 보유 현황이란 뭐야?,보유현황조회,NEED_RAG,물품 보유 현황의 정의 및 설명은 무엇인가요?,25,25,4,qa|qa|qa|qa,보유현황조회|보유현황조회|보유현황조회|보유현황조회,qa_0047|qa_0052|qa_0046|qa_0051,"물품 보유 현황은 대학에서 관리 중인 물품의 재고 상태를 확인할 수 있는 메뉴입니다. 이 메뉴를 통해 현재 시점뿐만 아니라 사용자가 지정한 과거 특정 시점의 자산 내역도 조회할 수 있습니다. 이를 통해 연도별 결산, 과거 재물조사 데이터 확인, 자산 변동 추이 파악 등의 업무를 수행할 수 있습니다. [홈 화면]에서 상단의 메뉴 중 [물품 관리] 클릭, 이후 이동한 페이지의 좌측 리스트 중 [보유 현황 조회]를 클릭하여 [보유 현황 조회] 페이지로 들어갈 수 있습니다."
qa_047,처분된 물품도 보유 현황에 나타날 수 있어?,보유현황조회,NEED_RAG,처분된 물품이 보유 현황에 나타날 수 있는지 여부,25,10,2,qa|qa,보유현황조회|보유현황조회,qa_0047|qa_0052,"네, 처분 처리된 물품이라도 조회 시점에 보유 중이었다면 목록에 나타날 수 있습니다. 이는 물품 보유 현황을 정확하게 반영하기 위한 시스템의 기능입니다."
qa_048,데이터 조회 기준이 뭐야?,보유현황조회,NEED_RAG,데이터 조회 기준은 무엇인가요?,25,14,3,qa|qa|qa,보유현황조회|보유현황조회|보유현황조회,qa_0048|qa_0049|qa_0050,"데이터 조회는 '조회 기준일 당시에 보유 중이었던 물품'을 기준으로 작동합니다. 즉, 현재는 처분된 물품이라도 과거 특정 시점에 보유 중이었다면 그 시점으로 조회할 경우 목록에 표시됩니다."
qa_049,미 처분된 물품 조회는 어떻게 해?,보유현황조회,NEED_RAG,미 처분된 물품 조회 방법,25,25,3,manual_chunk|manual_chunk|manual_chunk,물품 보유 현황|물품 보유 현황|물품 보유 현황,manual_manual_chapter2.json_2.3.1_005|manual_manual_chapter6.json_6.2_001|manual_manual_chapter6.json_6.4_005,제공된 매뉴얼 근거만으로는 미 처분된 물품 조회 방법을 확인하기 어렵습니다.
qa_050,보유 현황 조회 로직은 어떻게 돼?,보유현황조회,NEED_RAG,보유 현황 조회 로직에 대한 절차는 어떻게 됩니까?,25,5,3,manual_chunk|manual_chunk|manual_chunk,물품 보유 현황|물품 보유 현황|물품 보유 현황,manual_manual_chapter6.json_6.3.1_003|manual_manual_chapter6.json_6.4_005|manual_manual_chapter6.json_6.2.1_002,제공된 매뉴얼 근거만으로는 보유 현황 조회 로직에 대한 구체적인 내용을 확인하기 어렵습니다.
qa_051,물품 보유 현황은 어떻게 조회해?,보유현황조회,NEED_RAG,물품 보유 현황 조회 방법,25,14,4,qa|qa|qa|qa,보유현황조회|보유현황조회|보유현황조회|보유현황조회,qa_0051|qa_0047|qa_0049|qa_0046,"[보유 현황 조회] 페이지 상단의 검색 영역에서 'G2B목록명', '운용부서', 'G2B목록번호', '정리일자', '취득일자'를 입력한 후 우측의 [조회] 버튼을 클릭합니다. 이후 하단에 뜨는 '물품 보유 현황 목록'을 통해 설정한 기준일 당시 보유하고 있었던 물품의 목록을 확인할 수 있으며, 물품의 상세 정보가 궁금하다면 조회하고자 하는 물품의 체크박스를 클릭한 후 우측 상단의 [물품상세정보] 버튼을 눌러, [물품 상세 정보] 페이지로 이동하여 확인할 수 있습니다."
qa_052,보유 현황에서 물품은 어떻게 표시돼?,보유현황조회,NEED_RAG,보유 현황에서 물품은 어떻게 표시됩니까?,25,10,3,qa|qa|qa,보유현황조회|보유현황조회|보유현황조회,qa_0052|qa_0047|qa_0046,"보유 현황에서는 물품들이 개별적으로 나열되지 않고, 동일한 품목의 경우 '수량'에 맞게 그룹핑되어 표시됩니다. 즉, 같은 종류의 물품은 하나의 항목으로 묶여서 그 수량이 함께 표시됩니다."
qa_053,사용주기 AI 예측 서비스란 뭐야?,사용주기 AI 예측,NEED_RAG,사용주기 AI 예측 서비스에 대한 설명,25,8,6,manual_chunk|manual_chunk|qa|qa|qa|qa,사용주기 AI 예측|사용주기 AI 예측|사용주기 AI 예측|사용주기 AI 예측|사용주기 AI 예측|사용주기 AI 예측,manual_manual_chapter7.json_7.1_000|manual_manual_chapter7.json_7.3.1_004|qa_0053|qa_0058|qa_0056|qa_0055,"사용주기 AI 예측 서비스는 과거의 물품 데이터와 현재의 운용 상태를 머신러닝 알고리즘으로 분석하여 물품의 주요 지표를 예측하는 지능형 서비스입니다. 복잡한 검색 조건을 설정할 필요 없이 자연어로 질문하면 AI가 의도를 파악하여 분석 결과를 시각화된 리포트로 제공합니다. 주요 예측 지표로는 취득경과월수, 남은수명, 잔여내용연수, 사용강도지표가 있습니다. [홈 화면]에서 상단의 메뉴 중 [AI 예측]을 클릭하면 [사용주기 AI 예측] 페이지로 이동하여 AI 예측을 요구할 수 있습니다."
qa_054,사용주기 AI 예측 지표는 뭐야?,사용주기 AI 예측,NEED_RAG,"""사용주기 AI 예측 지표에 대한 정보""",25,11,5,qa|qa|qa|qa|qa,사용주기 AI 예측|사용주기 AI 예측|사용주기 AI 예측|사용주기 AI 예측|사용주기 AI 예측,qa_0054|qa_0053|qa_0056|qa_0058|qa_0057,"사용주기 AI 예측에서는 주요 지표로 '취득경과월수', '남은수명', '잔여내용연수', '사용강도지표'를 제공합니다. 이 지표들은 자산의 현재 상태와 미래 사용 가능성을 평가하는 데 도움을 줍니다."
qa_055,AI 프롬프트 입력창에서 어떻게 검색해?,사용주기 AI 예측,,,,,,,,,"AI 프롬프트 입력창에서 검색하는 방법은 사용하는 플랫폼이나 애플리케이션에 따라 다를 수 있습니다. 일반적으로 다음과 같은 단계를 따라 검색할 수 있습니다:

1. **프롬프트 입력창 열기**: 먼저, AI 도구나 플랫폼에서 프롬프트 입력창을 엽니다. 이는 보통 웹사이트나 애플리케이션의 메인 화면에 위치해 있습니다.

2. **검색어 입력**: 검색하고자 하는 키워드나 문장을 입력창에 입력합니다. 명확하고 구체적인 검색어를 입력하면 더 나은 결과를 얻을 수 있습니다.

3. **검색 실행**: 입력을 완료한 후, 'Enter' 키를"
qa_056,검색 하고나서 하단에 나타나는 시각화 자료들은 무엇을 의미해?,사용주기 AI 예측,,,,,,,,,"검색 후 하단에 나타나는 시각화 자료들은 일반적으로 검색 결과와 관련된 정보를 시각적으로 표현한 것입니다. 이러한 시각화 자료들은 사용자가 정보를 더 쉽게 이해하고 빠르게 파악할 수 있도록 도와줍니다. 예를 들어, 그래프, 차트, 지도, 이미지 등이 포함될 수 있으며, 이는 검색한 주제의 트렌드, 통계, 위치 정보 등을 나타낼 수 있습니다. 이러한 시각화 자료들은 검색 엔진이 사용자에게 보다 풍부한 정보를 제공하기 위해 활용하는 방법 중 하나입니다."
qa_057,분석결과에 표시되는 항목들에 대해 각각 설명해줘.,사용주기 AI 예측,NEED_RAG,분석결과에 표시되는 항목들에 대한 설명.,25,25,2,manual_chunk|manual_chunk,물품 불용 관리|물품 불용 관리,manual_manual_chapter5.json_5.1_000|manual_manual_chapter5.json_5.2.2_002,제공된 매뉴얼 근거만으로는 분석결과에 표시되는 항목들에 대해 설명하기 어렵습니다.
qa_058,AI 예측 결과를 업무에 어떻게 활용하면 돼?,사용주기 AI 예측,,,,,,,,,"AI 예측 결과를 업무에 활용하는 방법은 다양하며, 이는 주로 해당 업무의 성격과 목표에 따라 달라질 수 있습니다. 다음은 일반적인 활용 방안입니다:

1. **의사결정 지원**: AI 예측 결과를 통해 데이터 기반의 의사결정을 내릴 수 있습니다. 예를 들어, 판매 예측을 통해 재고 관리 및 생산 계획을 최적화할 수 있습니다.

2. **위험 관리**: 금융 분야에서는 AI를 활용해 신용 위험을 평가하거나 사기 탐지를 강화할 수 있습니다. 이를 통해 잠재적인 손실을 줄일 수 있습니다.

3. **고객 경험 개선**: 고객 행동을 예"
qa_059,AI 챗봇이 뭐야?,AI 챗봇,,,,,,,,,"AI 챗봇은 인공지능(AI)을 활용하여 사람과 대화할 수 있는 컴퓨터 프로그램입니다. 이러한 챗봇은 자연어 처리(NLP) 기술을 사용하여 사용자의 질문이나 요청을 이해하고, 이에 적절한 응답을 제공합니다. AI 챗봇은 고객 서비스, 정보 제공, 개인 비서 역할 등 다양한 분야에서 활용될 수 있으며, 24시간 내내 사용자와 상호작용할 수 있는 장점이 있습니다. 챗봇은 텍스트 기반으로 작동할 수도 있고, 음성 인식을 통해 음성으로도 상호작용할 수 있습니다."
qa_060,AI 챗봇의 주요 기능이 뭐야?,AI 챗봇,,,,,,,,,"AI 챗봇의 주요 기능은 다양하며, 주로 다음과 같은 것들이 포함됩니다:

1. **대화 이해 및 처리**: 자연어 처리(NLP)를 통해 사용자의 질문이나 요청을 이해하고 적절한 응답을 제공합니다.

2. **정보 제공**: 사용자가 질문하는 다양한 주제에 대해 정보를 제공할 수 있습니다. 예를 들어, 날씨, 뉴스, 일반 상식 등.

3. **고객 지원**: 고객 서비스 분야에서 자주 묻는 질문에 답변하거나 문제 해결을 도와줍니다.

4. **업무 자동화**: 예약 관리, 주문 처리, 일정 관리 등 반복적인 업무를 자동화하여 효율성"
qa_061,AI 챗봇 어떻게 실행해?,AI 챗봇,,,,,,,,,"AI 챗봇을 실행하는 방법은 사용하려는 챗봇의 종류와 플랫폼에 따라 다를 수 있습니다. 일반적인 방법을 몇 가지 소개하겠습니다.

1. **웹 기반 챗봇**:
   - 많은 AI 챗봇은 웹사이트에서 직접 사용할 수 있습니다. 예를 들어, OpenAI의 ChatGPT는 웹 브라우저를 통해 접근할 수 있습니다.
   - 해당 웹사이트에 접속하여 회원가입 또는 로그인을 한 후 챗봇을 사용할 수 있습니다.

2. **모바일 앱**:
   - 일부 챗봇은 모바일 앱으로 제공됩니다. 앱스토어(예: 구글 플레이 스토어, 애플 앱스토어)에서 챗봇"
qa_062,챗봇이랑 사용주기 AI의 차이점이 뭐야?,AI 챗봇,NEED_RAG,챗봇과 사용주기 AI의 차이점은 무엇인가요?,25,3,3,faq|qa|qa,AI챗봇|AI 챗봇|AI 챗봇,faq_process_10|qa_0062|qa_0060,"챗봇은 주로 설명과 안내를 담당하며, 텍스트나 링크 형태로 정보를 제공합니다. 반면, 사용주기 AI는 전문적인 분석과 비교, 시각화에 특화되어 있으며, 차트나 테이블 같은 형태로 정량적 수치를 제공합니다. 챗봇은 분석 차트를 생성하지 않고, 사용주기 AI는 대화를 하지 않는 것이 주요 차이점입니다."
qa_063,쳇봇에게 물어보면 좋은 질문에는 어떠한 것들이 있을까?,AI 챗봇,,,,,,,,,"쳇봇에게 물어보면 좋은 질문들은 다양하며, 사용자의 필요에 따라 다를 수 있습니다. 다음은 몇 가지 예시입니다:

1. **정보 검색**: 특정 주제에 대한 정보를 얻고 싶을 때
   - ""기후 변화에 대해 설명해 줄 수 있어?""
   - ""AI의 최신 발전 동향은 무엇이야?""

2. **추천 요청**: 영화, 책, 음악 등 추천을 받을 때
   - ""최근에 볼 만한 영화 추천해 줄래?""
   - ""흥미로운 소설 추천해 줄 수 있어?""

3. **문제 해결**: 기술적 문제나 일상적인 문제 해결을 도울 때
   - ""컴퓨터가 느려졌"
