eval_id,question,category,failure_reason,expected_doc_id,retrieved_doc_ids,filtered_doc_ids,reranked_doc_ids,final_context_doc_ids,answer_preview
acquisition_005,정리일자와 운용상태 입력이 안 되는 이유는 뭐야? 짧게 알려줘.,물품 취득 관리,expected_doc_missing_from_final_context,,qa_0004|manual_manual_chapter4.json_4.2.2_002|faq_process_07|faq_process_10|manual_manual_chapter3.json_3.2.2_002|faq_process_08|faq_process_02|qa_0029|faq_process_01|faq_process_04,qa_0004|manual_manual_chapter4.json_4.2.2_002|faq_process_07|faq_process_10|manual_manual_chapter3.json_3.2.2_002|faq_process_08|faq_process_02|qa_0029|faq_process_01|faq_process_04,qa_0004|manual_manual_chapter4.json_4.2.2_002|manual_manual_chapter4.json_4.3.1_004|qa_0029|manual_manual_chapter1.json_1.3.2_005|qa_0019,manual_manual_chapter4.json_4.2.2_002|manual_manual_chapter4.json_4.3.1_004|qa_0029,제공된 매뉴얼 근거만으로는 정리일자와 운용상태 입력이 안 되는 이유를 확인하기 어렵습니다.
acquisition_019,취득 승인요청과 확정 흐름을 구분해서 등록된 물품 취득 목록을 삭제하는 방법은 뭐야?,물품 취득 관리,final_context_contains_irrelevant_docs,,qa_0007|manual_manual_chapter1.json_1.3.2_005|faq_process_04|qa_0003|qa_0006|manual_manual_chapter1.json_1.3.5_008|manual_manual_chapter1.json_1.2.3_003|manual_manual_chapter1.json_1.1_000|manual_manual_chapter1.json_1.2.1_001|manual_manual_chapter1.json_1.3.3_006,qa_0007|manual_manual_chapter1.json_1.3.2_005|faq_process_04|qa_0003|qa_0006|manual_manual_chapter1.json_1.3.5_008|manual_manual_chapter1.json_1.2.3_003|manual_manual_chapter1.json_1.1_000|manual_manual_chapter1.json_1.2.1_001|manual_manual_chapter1.json_1.3.3_006,qa_0007|manual_manual_chapter1.json_1.2.1_001|qa_0022|qa_0032|faq_process_07|qa_0006,manual_manual_chapter1.json_1.2.1_001|faq_process_07|qa_0007|qa_0022|qa_0032,"등록된 물품 취득 목록을 삭제하는 방법은 다음과 같습니다:

1. **삭제 가능 상태 확인**: 물품 취득 목록은 '대기' 또는 '반려' 상태일 때만 삭제할 수 있습니다. '확정'된 건은 삭제가 불가능하므로, 이 경우에는 관리자에게 문의해야 합니다.

2. **삭제 절차**:
   - [물품 관리] 메뉴에서 [물품 취득 관리] 페이지로 이동합니다.
   - 삭제하려는 취득 등록 건이 '대기' 또는 '반려' 상태인지 확인합니다.
   - 해당 상태인 경우, 목록에서 삭제할 항목을 선택하고 '삭제' 버튼을 클릭하여 삭제를 진행합니다.
"
holding_status_001,물품 보유 현황이란 뭐야?,보유현황조회,final_context_contains_irrelevant_docs,,qa_0008|manual_manual_chapter6.json_6.3.2_004|faq_process_04|faq_process_03|manual_manual_chapter6.json_6.1_000|manual_manual_chapter6.json_6.5_006|qa_0052|faq_process_07|qa_0048|qa_0026,qa_0008|manual_manual_chapter6.json_6.3.2_004|faq_process_04|faq_process_03|manual_manual_chapter6.json_6.1_000|manual_manual_chapter6.json_6.5_006|qa_0052|faq_process_07|qa_0048|qa_0026,qa_0046|manual_manual_chapter6.json_6.1_000|qa_0052|faq_process_03|qa_0048|manual_manual_chapter6.json_6.2.1_002,manual_manual_chapter6.json_6.1_000|manual_manual_chapter6.json_6.2.1_002|qa_0046,"물품 보유 현황은 대학에서 관리 중인 물품의 재고 상태를 확인하는 메뉴입니다. 이 메뉴를 통해 단순히 '현재 시점'의 잔고뿐만 아니라, 사용자가 지정한 '과거 특정 시점(보유 기준일)'에 우리 대학이 실제로 보유하고 있었던 자산 내역을 조회할 수 있습니다. 이를 통해 연도별 결산, 과거 재물조사 데이터 확인, 자산 변동 추이 파악 등의 업무를 수행할 수 있습니다."
holding_status_002,처분된 물품도 보유 현황에 나타날 수 있어? 핵심만 정리해줘.,보유현황조회,expected_doc_missing_from_final_context,,qa_0049|manual_manual_chapter5.json_5.1_000|faq_process_03|qa_0047|faq_process_02|manual_manual_chapter5.json_5.2.3_003|faq_process_09|manual_manual_chapter5.json_5.4_008|manual_manual_chapter5.json_5.3.4_007|manual_manual_chapter5.json_5.5_009,qa_0049|manual_manual_chapter5.json_5.1_000|faq_process_03|qa_0047|faq_process_02|manual_manual_chapter5.json_5.2.3_003|faq_process_09|manual_manual_chapter5.json_5.4_008|manual_manual_chapter5.json_5.3.4_007|manual_manual_chapter5.json_5.5_009,qa_0047|faq_process_03|qa_0049|manual_manual_chapter5.json_5.4_008|manual_manual_chapter5.json_5.1_000|manual_manual_chapter5.json_5.2.1_001,manual_manual_chapter5.json_5.4_008|manual_manual_chapter5.json_5.1_000|manual_manual_chapter5.json_5.2.1_001,"제공된 매뉴얼에 따르면, 처분된 물품은 '불용 확정' 절차가 완료된 후 실제로 처분이 실행되어 자산 대장에서 최종적으로 영구 삭제됩니다. 따라서 처분된 물품은 보유 현황에 나타나지 않습니다."
holding_status_003,매뉴얼 기준으로 데이터 조회 기준이 뭐야?,보유현황조회,final_context_contains_irrelevant_docs,,qa_0048|manual_manual_chapter6.json_6.2_001|faq_process_10|faq_process_03|qa_0049|qa_0050|manual_manual_chapter3.json_3.4_008|manual_manual_chapter2.json_2.3.1_005|manual_manual_chapter5.json_5.4_008|manual_manual_chapter6.json_6.3.1_003,qa_0048|manual_manual_chapter6.json_6.2_001|faq_process_10|faq_process_03|qa_0049|qa_0050|manual_manual_chapter3.json_3.4_008|manual_manual_chapter2.json_2.3.1_005|manual_manual_chapter5.json_5.4_008|manual_manual_chapter6.json_6.3.1_003,manual_manual_chapter6.json_6.2_001|qa_0048|qa_0049|manual_manual_chapter6.json_6.1_000|manual_manual_chapter6.json_6.3.1_003|qa_0050,manual_manual_chapter6.json_6.2_001|manual_manual_chapter6.json_6.1_000|manual_manual_chapter6.json_6.3.1_003,"매뉴얼에 따르면, 데이터 조회 기준은 '조회 기준일 당시에 보유 중이었던 물품'을 보여주는 방식으로 작동합니다. 사용자가 지정한 '과거 특정 시점(보유 기준일)'에 대학이 실제로 보유하고 있었던 자산 내역을 조회할 수 있습니다. 이를 통해 연도별 결산, 과거 재물조사 데이터 확인, 자산 변동 추이 파악 등의 업무를 수행할 수 있습니다."
holding_status_004,미 처분된 물품 조회는 어떻게 해?,보유현황조회,expected_doc_missing_from_final_context,,qa_0049|manual_manual_chapter5.json_5.4_008|faq_process_03|faq_process_02|faq_process_09|qa_0044|manual_manual_chapter5.json_5.3.1_004|manual_manual_chapter5.json_5.2.1_001|qa_0039|qa_0041,qa_0049|manual_manual_chapter5.json_5.4_008|faq_process_03|faq_process_02|faq_process_09|qa_0044|manual_manual_chapter5.json_5.3.1_004|manual_manual_chapter5.json_5.2.1_001|qa_0039|qa_0041,qa_0049|qa_0044|manual_manual_chapter5.json_5.3.4_007|manual_manual_chapter5.json_5.4_008|manual_manual_chapter5.json_5.2.1_001|manual_manual_chapter5.json_5.3.1_004,manual_manual_chapter5.json_5.3.4_007|manual_manual_chapter5.json_5.4_008|manual_manual_chapter5.json_5.2.1_001,제공된 매뉴얼 근거만으로는 미 처분된 물품 조회 방법을 확인하기 어렵습니다. 물품 처분 관리와 관련된 조회 절차는 '처분일자'와 '승인상태'를 기준으로 조회하는 방법만 제공되어 있습니다. 추가적인 정보가 필요하다면 관련 부서에 문의하시기 바랍니다.
holding_status_005,보유 현황 조회 로직은 어떻게 돼? 짧게 알려줘.,보유현황조회,final_context_contains_irrelevant_docs,,qa_0050|manual_manual_chapter6.json_6.4_005|faq_process_03|manual_manual_chapter6.json_6.2.1_002|manual_manual_chapter6.json_6.3.1_003|qa_0049|qa_0051|manual_manual_chapter6.json_6.2_001|qa_0046|manual_manual_chapter3.json_3.4_008,qa_0050|manual_manual_chapter6.json_6.4_005|faq_process_03|manual_manual_chapter6.json_6.2.1_002|manual_manual_chapter6.json_6.3.1_003|qa_0049|qa_0051|manual_manual_chapter6.json_6.2_001|qa_0046|manual_manual_chapter3.json_3.4_008,qa_0051|manual_manual_chapter6.json_6.4_005|qa_0050|qa_0049|qa_0046|qa_0048,manual_manual_chapter6.json_6.4_005|qa_0051|qa_0050,제공된 매뉴얼 근거만으로는 보유 현황 조회 로직에 대한 세부 사항을 확인하기 어렵습니다.
holding_status_006,보유현황조회에서 물품 보유 현황은 어떻게 조회해?,보유현황조회,final_context_contains_irrelevant_docs,,qa_0050|manual_manual_chapter6.json_6.2.1_002|manual_manual_chapter6.json_6.4_005|faq_process_03|qa_0051|manual_manual_chapter6.json_6.1_000|manual_manual_chapter6.json_6.3.1_003|faq_process_04|qa_0049|manual_manual_chapter6.json_6.5_006,qa_0050|manual_manual_chapter6.json_6.2.1_002|manual_manual_chapter6.json_6.4_005|faq_process_03|qa_0051|manual_manual_chapter6.json_6.1_000|manual_manual_chapter6.json_6.3.1_003|faq_process_04|qa_0049|manual_manual_chapter6.json_6.5_006,manual_manual_chapter6.json_6.4_005|qa_0051|manual_manual_chapter6.json_6.3.1_003|qa_0046|qa_0050|manual_manual_chapter6.json_6.1_000,manual_manual_chapter6.json_6.4_005|manual_manual_chapter6.json_6.3.1_003|manual_manual_chapter6.json_6.1_000,"물품 보유 현황을 조회하는 절차는 다음과 같습니다:

1. **조회 조건 설정**: [물품 관리] 메뉴의 [보유 현황 조회] 페이지에서 상단 검색 영역에 조회하고자 하는 물품의 정보를 입력합니다. 입력 가능한 정보는 'G2B목록명', '운용부서', 'G2B목록번호', '정리일자', '취득일자'입니다. 필요 시 [초기화] 버튼을 눌러 조회 조건을 초기화할 수 있습니다.

2. **조회**: 조건을 설정한 후 [조회] 버튼을 클릭하면, 하단의 '물품 보유 현황 목록'에서 조건에 해당하는 물품이 나타납니다.

3. **보유현황 확인**:"
holding_status_007,보유 현황에서 물품은 어떻게 표시돼? 관련해서 조건이나 제약이 있으면 같이 알려줘.,보유현황조회,final_context_contains_irrelevant_docs,,qa_0050|manual_manual_chapter6.json_6.2.1_002|faq_process_07|faq_process_03|qa_0052|manual_manual_chapter6.json_6.5_006|faq_process_04|manual_manual_chapter6.json_6.1_000|qa_0049|faq_process_02,qa_0050|manual_manual_chapter6.json_6.2.1_002|faq_process_07|faq_process_03|qa_0052|manual_manual_chapter6.json_6.5_006|faq_process_04|manual_manual_chapter6.json_6.1_000|qa_0049|faq_process_02,qa_0052|qa_0050|manual_manual_chapter6.json_6.1_000|manual_manual_chapter6.json_6.2.1_002|qa_0049|qa_0051,manual_manual_chapter6.json_6.1_000|manual_manual_chapter6.json_6.2.1_002|qa_0052,"보유 현황에서 물품은 사용자가 설정한 '보유 기준일'을 기준으로 대장에 존재하였던 물품들의 목록으로 표시됩니다. 따라서, 현재 시점에서는 이미 처분 처리되어 대장에서 사라진 물품이라도 조회 시점 당시에 보유 중이었다면 목록에 나타납니다. 이 기능을 통해 연도별 결산, 과거 재물조사 데이터 확인, 자산 변동 추이 파악 등의 업무를 수행할 수 있습니다. 

관련된 조건이나 제약 사항에 대한 추가적인 정보는 제공된 매뉴얼에서 확인되지 않습니다."
holding_status_008,물품 보유 현황이란 뭐야? 버튼 흐름 중심으로 설명해줘.,보유현황조회,final_context_contains_irrelevant_docs,,qa_0008|manual_manual_chapter6.json_6.3.2_004|faq_process_07|faq_process_03|manual_manual_chapter6.json_6.1_000|qa_0048|faq_process_04|qa_0046|manual_manual_chapter6.json_6.2.1_002|qa_0024,qa_0008|manual_manual_chapter6.json_6.3.2_004|faq_process_07|faq_process_03|manual_manual_chapter6.json_6.1_000|qa_0048|faq_process_04|qa_0046|manual_manual_chapter6.json_6.2.1_002|qa_0024,manual_manual_chapter6.json_6.4_005|qa_0051|manual_manual_chapter6.json_6.3.2_004|qa_0046|manual_manual_chapter6.json_6.1_000|faq_process_03,manual_manual_chapter6.json_6.4_005|manual_manual_chapter6.json_6.3.2_004|manual_manual_chapter6.json_6.1_000,"물품 보유 현황은 대학에서 관리 중인 물품의 재고 상태를 확인하는 메뉴입니다. 이 메뉴를 통해 현재 시점뿐만 아니라 과거 특정 시점에 대학이 보유하고 있었던 자산 내역을 조회할 수 있습니다. 이를 통해 연도별 결산, 과거 재물조사 데이터 확인, 자산 변동 추이 파악 등의 업무를 수행할 수 있습니다.

버튼 흐름을 중심으로 설명드리면 다음과 같습니다:

1. **조회 조건 설정**: [물품 관리] 메뉴의 [보유 현황 조회] 페이지에서 상단 검색 영역에 조회하고자 하는 물품의 정보를 입력합니다. 이때 [초기화] 버튼을 누르면 조회 조건"
holding_status_009,처분된 물품도 보유 현황에 나타날 수 있어? 사용자가 헷갈리지 않게 단계별로 알려줘.,보유현황조회,expected_doc_missing_from_final_context,,qa_0049|manual_manual_chapter5.json_5.4_008|faq_process_03|qa_0047|manual_manual_chapter5.json_5.1_000|faq_process_02|faq_process_09|manual_manual_chapter5.json_5.3.4_007|manual_manual_chapter5.json_5.3.1_004|manual_manual_chapter5.json_5.2.3_003,qa_0049|manual_manual_chapter5.json_5.4_008|faq_process_03|qa_0047|manual_manual_chapter5.json_5.1_000|faq_process_02|faq_process_09|manual_manual_chapter5.json_5.3.4_007|manual_manual_chapter5.json_5.3.1_004|manual_manual_chapter5.json_5.2.3_003,qa_0047|faq_process_03|qa_0049|manual_manual_chapter5.json_5.3.4_007|manual_manual_chapter5.json_5.3.1_004|manual_manual_chapter5.json_5.1_000,manual_manual_chapter5.json_5.3.4_007|manual_manual_chapter5.json_5.3.1_004|manual_manual_chapter5.json_5.1_000,"제공된 매뉴얼 근거만으로는 처분된 물품이 보유 현황에 나타나는지 여부를 확인하기 어렵습니다. 처분된 물품은 일반적으로 자산 대장에서 최종 제각(영구 삭제)되는 과정이 포함되지만, 보유 현황에 나타나는지에 대한 구체적인 정보는 제공된 자료에 없습니다."
holding_status_011,미 처분된 물품 조회는 어떻게 해? 등록/승인 관점으로 설명해줘.,보유현황조회,expected_doc_not_retrieved,,qa_0039|manual_manual_chapter5.json_5.3.1_004|faq_process_04|faq_process_03|qa_0041|manual_manual_chapter5.json_5.2.3_003|manual_manual_chapter5.json_5.2.2_002|qa_0042|faq_process_02|faq_process_09,qa_0039|manual_manual_chapter5.json_5.3.1_004|faq_process_04|faq_process_03|qa_0041|manual_manual_chapter5.json_5.2.3_003|manual_manual_chapter5.json_5.2.2_002|qa_0042|faq_process_02|faq_process_09,manual_manual_chapter5.json_5.2.1_001|manual_manual_chapter5.json_5.3.4_007|manual_manual_chapter5.json_5.4_008|qa_0049|qa_0040|manual_manual_chapter5.json_5.2.3_003,manual_manual_chapter5.json_5.2.1_001|manual_manual_chapter5.json_5.3.4_007|manual_manual_chapter5.json_5.4_008,"미 처분된 물품을 조회하는 절차는 다음과 같습니다.

1. **조회 조건 설정**: [물품 처분 관리] 페이지의 상단 검색 영역에서 '처분일자'와 '승인상태'를 설정합니다. 승인상태는 '대기' 또는 '반려'로 설정하여 미 처분된 물품을 조회할 수 있습니다.

2. **조회**: 설정한 조건에 따라 [조회] 버튼을 클릭하면, 해당 조건에 맞는 '처분 등록 목록'이 화면에 표시됩니다.

3. **처분 물품 정보 확인**: 조회된 목록에서 특정 행을 선택하면 하단에 '처분 물품 목록'이 나타나며, 이를 통해 세부 정보를 확인할 수 있습니"
holding_status_012,보유 현황 조회 로직은 어떻게 돼? 조회 조건이 있으면 같이 알려줘.,보유현황조회,final_context_contains_irrelevant_docs,,qa_0050|manual_manual_chapter6.json_6.4_005|faq_process_03|manual_manual_chapter6.json_6.2.1_002|manual_manual_chapter6.json_6.2_001|manual_manual_chapter6.json_6.3.1_003|qa_0048|qa_0049|qa_0051|manual_manual_chapter3.json_3.4_008,qa_0050|manual_manual_chapter6.json_6.4_005|faq_process_03|manual_manual_chapter6.json_6.2.1_002|manual_manual_chapter6.json_6.2_001|manual_manual_chapter6.json_6.3.1_003|qa_0048|qa_0049|qa_0051|manual_manual_chapter3.json_3.4_008,qa_0050|manual_manual_chapter6.json_6.2.1_002|manual_manual_chapter6.json_6.4_005|qa_0051|manual_manual_chapter6.json_6.3.1_003|qa_0048,manual_manual_chapter6.json_6.2.1_002|manual_manual_chapter6.json_6.4_005|manual_manual_chapter6.json_6.3.1_003,"보유 현황 조회 로직에 대한 구체적인 내용은 제공된 매뉴얼에서 확인되지 않습니다. 다만, 보유 현황 조회 절차에 대해서는 다음과 같이 안내드립니다.

1. **조회 조건 설정**: [물품 관리] 메뉴의 [보유 현황 조회] 페이지에서 상단 검색 영역에 조회하고자 하는 물품의 정보를 입력합니다. 입력 가능한 조건은 'G2B목록명', '운용부서', 'G2B목록번호', '정리일자', '취득일자'입니다. [초기화] 버튼을 누르면 조회 조건이 초기화됩니다.

2. **조회**: 조건을 설정한 후 [조회] 버튼을 클릭하면, 하단의 '물품 보유 "
holding_status_013,물품 보유 현황은 어떻게 조회해? 취소나 수정 가능 조건도 있으면 알려줘.,보유현황조회,final_context_contains_irrelevant_docs,,qa_0007|manual_manual_chapter6.json_6.4_005|faq_process_07|qa_0049|qa_0051|faq_process_03|faq_process_08|faq_process_04|qa_0031|manual_manual_chapter3.json_3.3.3_006,qa_0007|manual_manual_chapter6.json_6.4_005|faq_process_07|qa_0049|qa_0051|faq_process_03|faq_process_08|faq_process_04|qa_0031|manual_manual_chapter3.json_3.3.3_006,qa_0051|manual_manual_chapter6.json_6.4_005|manual_manual_chapter6.json_6.1_000|faq_process_03|qa_0049|faq_process_07,manual_manual_chapter6.json_6.4_005|manual_manual_chapter6.json_6.1_000|qa_0051,"물품 보유 현황을 조회하는 절차는 다음과 같습니다:

1. **조회 조건 설정**: [물품 관리] 메뉴의 [보유 현황 조회] 페이지에서 상단 검색 영역에 조회하고자 하는 물품의 정보('G2B목록명', '운용부서', 'G2B목록번호', '정리일자', '취득일자')를 입력합니다. 필요 시 [초기화] 버튼을 눌러 조회 조건을 초기화할 수 있습니다.

2. **조회**: 조건을 설정한 후 [조회] 버튼을 클릭하면, 하단의 '물품 보유 현황 목록'에서 조건에 해당하는 물품이 나타납니다.

3. **보유현황 확인**: 입력한 시점('취득일자'"
holding_status_014,보유현황조회 매뉴얼에 따르면 보유 현황에서 물품은 어떻게 표시돼?,보유현황조회,final_context_contains_irrelevant_docs,,qa_0050|manual_manual_chapter6.json_6.2.1_002|manual_manual_chapter6.json_6.4_005|faq_process_03|qa_0052|faq_process_04|manual_manual_chapter6.json_6.5_006|manual_manual_chapter6.json_6.3.2_004|manual_manual_chapter6.json_6.3.1_003|qa_0049,qa_0050|manual_manual_chapter6.json_6.2.1_002|manual_manual_chapter6.json_6.4_005|faq_process_03|qa_0052|faq_process_04|manual_manual_chapter6.json_6.5_006|manual_manual_chapter6.json_6.3.2_004|manual_manual_chapter6.json_6.3.1_003|qa_0049,qa_0052|qa_0050|qa_0049|manual_manual_chapter6.json_6.2.1_002|manual_manual_chapter6.json_6.4_005|qa_0051,manual_manual_chapter6.json_6.2.1_002|manual_manual_chapter6.json_6.4_005|qa_0052,"보유 현황에서 물품은 다음과 같은 정보로 표시됩니다:

- 'G2B목록번호'
- 'G2B목록명'
- '취득일자'
- '취득금액'
- '정리일자'
- '운용부서'
- '운용상태'
- '내용연수'
- '수량'

이 정보들은 입력한 시점('취득일자', '정리일자')에 존재하였던 물품에 대해 확인할 수 있습니다."
holding_status_015,물품 보유 현황이란 뭐야? 실무자가 바로 따라 할 수 있게 정리해줘.,보유현황조회,final_context_contains_irrelevant_docs,,qa_0046|manual_manual_chapter6.json_6.3.1_003|faq_process_07|faq_process_03|manual_manual_chapter6.json_6.1_000|qa_0052|manual_manual_chapter6.json_6.5_006|qa_0047|qa_0048|qa_0025,qa_0046|manual_manual_chapter6.json_6.3.1_003|faq_process_07|faq_process_03|manual_manual_chapter6.json_6.1_000|qa_0052|manual_manual_chapter6.json_6.5_006|qa_0047|qa_0048|qa_0025,qa_0046|manual_manual_chapter6.json_6.1_000|manual_manual_chapter6.json_6.4_005|qa_0052|qa_0050|manual_manual_chapter6.json_6.3.1_003,manual_manual_chapter6.json_6.1_000|manual_manual_chapter6.json_6.4_005|manual_manual_chapter6.json_6.3.1_003,"물품 보유 현황은 대학에서 관리 중인 물품의 재고 상태를 확인하는 메뉴입니다. 이 메뉴를 통해 현재 시점뿐만 아니라 사용자가 지정한 과거 특정 시점(보유 기준일)에 대학이 실제로 보유하고 있었던 자산 내역을 조회할 수 있습니다. 이를 통해 연도별 결산, 과거 재물조사 데이터 확인, 자산 변동 추이 파악 등의 업무를 수행할 수 있습니다.

실무자가 물품 보유 현황을 조회하는 절차는 다음과 같습니다:

1. **조회 조건 설정**: [물품 관리] 메뉴의 [보유 현황 조회] 페이지에서 상단 검색 영역에 조회하고자 하는 물품의 정보를 입력"
holding_status_016,처분된 물품도 보유 현황에 나타날 수 있어? 확정 전후 차이도 있으면 알려줘.,보유현황조회,final_context_contains_irrelevant_docs,,qa_0049|manual_manual_chapter5.json_5.1_000|faq_process_02|qa_0047|faq_process_03|manual_manual_chapter5.json_5.2.3_003|faq_process_09|qa_0043|manual_manual_chapter5.json_5.5_009|manual_manual_chapter5.json_5.3.4_007,qa_0049|manual_manual_chapter5.json_5.1_000|faq_process_02|qa_0047|faq_process_03|manual_manual_chapter5.json_5.2.3_003|faq_process_09|qa_0043|manual_manual_chapter5.json_5.5_009|manual_manual_chapter5.json_5.3.4_007,qa_0047|qa_0049|faq_process_03|manual_manual_chapter5.json_5.1_000|manual_manual_chapter5.json_5.2.3_003|qa_0045,manual_manual_chapter5.json_5.1_000|manual_manual_chapter5.json_5.2.3_003|faq_process_03|qa_0047|qa_0049,"처분된 물품이 보유 현황에 나타날 수 있는지에 대한 답변은 다음과 같습니다:

- [물품 보유 현황] 메뉴는 설정한 '조회 기준일' 당시의 장부 상태를 보여줍니다. 따라서, 현재 폐기되었더라도 기준일 당시에 보유 중이었다면 목록에 나오는 것이 정상입니다. 기준일을 현재 날짜로 변경하면 최신 상태를 확인할 수 있습니다.

처분 확정 전후의 차이에 대해서는 제공된 매뉴얼 근거만으로는 확인하기 어렵습니다."
holding_status_017,데이터 조회 기준이 뭐야? 다른 절차와 헷갈리는 부분을 조심해서 알려줘.,보유현황조회,final_context_contains_irrelevant_docs,,qa_0048|manual_manual_chapter6.json_6.2_001|faq_process_10|faq_process_03|qa_0049|manual_manual_chapter8.json_8.4_006|manual_manual_chapter2.json_2.3.1_005|manual_manual_chapter5.json_5.4_008|manual_manual_chapter3.json_3.4_008|qa_0050,qa_0048|manual_manual_chapter6.json_6.2_001|faq_process_10|faq_process_03|qa_0049|manual_manual_chapter8.json_8.4_006|manual_manual_chapter2.json_2.3.1_005|manual_manual_chapter5.json_5.4_008|manual_manual_chapter3.json_3.4_008|qa_0050,qa_0048|manual_manual_chapter6.json_6.2_001|qa_0049|manual_manual_chapter6.json_6.4_005|qa_0050|manual_manual_chapter6.json_6.2.1_002,manual_manual_chapter6.json_6.2_001|manual_manual_chapter6.json_6.4_005|manual_manual_chapter6.json_6.2.1_002,데이터 조회 기준은 '조회 기준일 당시에 보유 중이었던 물품'을 보여주는 방식으로 작동합니다. 이 기준은 물품 보유 현황을 조회할 때 적용됩니다. 다른 절차와 혼동하지 않도록 주의하시기 바랍니다. 추가적인 세부 사항은 제공된 매뉴얼에 근거하여 확인할 수 있습니다.
holding_status_018,"보유현황조회에서 자주 묻는 질문인데, 미 처분된 물품 조회는 어떻게 해?",보유현황조회,expected_doc_missing_from_final_context,,qa_0049|manual_manual_chapter5.json_5.4_008|faq_process_03|faq_process_02|faq_process_09|qa_0047|manual_manual_chapter5.json_5.3.1_004|manual_manual_chapter5.json_5.2.1_001|manual_manual_chapter5.json_5.3.4_007|manual_manual_chapter5.json_5.2.2_002,qa_0049|manual_manual_chapter5.json_5.4_008|faq_process_03|faq_process_02|faq_process_09|qa_0047|manual_manual_chapter5.json_5.3.1_004|manual_manual_chapter5.json_5.2.1_001|manual_manual_chapter5.json_5.3.4_007|manual_manual_chapter5.json_5.2.2_002,qa_0049|faq_process_03|manual_manual_chapter5.json_5.3.4_007|qa_0044|manual_manual_chapter5.json_5.4_008|qa_0047,manual_manual_chapter5.json_5.3.4_007|manual_manual_chapter5.json_5.4_008|faq_process_03,제공된 매뉴얼 근거만으로는 미 처분된 물품 조회 방법을 확인하기 어렵습니다.
holding_status_019,보유 현황 조회 로직은 어떻게 돼? 필요한 입력 항목을 포함해서 알려줘.,보유현황조회,final_context_contains_irrelevant_docs,,qa_0050|manual_manual_chapter6.json_6.4_005|faq_process_03|manual_manual_chapter6.json_6.2.1_002|manual_manual_chapter6.json_6.3.1_003|qa_0049|qa_0051|qa_0048|qa_0046|qa_0024,qa_0050|manual_manual_chapter6.json_6.4_005|faq_process_03|manual_manual_chapter6.json_6.2.1_002|manual_manual_chapter6.json_6.3.1_003|qa_0049|qa_0051|qa_0048|qa_0046|qa_0024,qa_0050|manual_manual_chapter6.json_6.4_005|qa_0051|manual_manual_chapter6.json_6.2.1_002|manual_manual_chapter6.json_6.3.1_003|qa_0046,manual_manual_chapter6.json_6.4_005|manual_manual_chapter6.json_6.2.1_002|manual_manual_chapter6.json_6.3.1_003,"제공된 매뉴얼 근거만으로는 보유 현황 조회 로직의 세부 내용을 확인하기 어렵습니다. 다만, 보유 현황 조회를 위해 필요한 입력 항목은 다음과 같습니다:

- G2B목록명
- 운용부서
- G2B목록번호(물품분류코드-물품식별코드)
- 정리일자
- 취득일자

이 항목들을 설정하여 조회할 수 있습니다. 더 구체적인 로직에 대한 정보는 제공된 자료에 포함되어 있지 않습니다."
holding_status_020,물품 보유 현황은 어떻게 조회해? 결과 화면에는 무엇이 남는지도 알려줘.,보유현황조회,final_context_contains_irrelevant_docs,,qa_0049|manual_manual_chapter6.json_6.4_005|faq_process_03|qa_0051|manual_manual_chapter6.json_6.1_000|qa_0046|qa_0050|qa_0048|manual_manual_chapter6.json_6.3.1_003|manual_manual_chapter6.json_6.2.1_002,qa_0049|manual_manual_chapter6.json_6.4_005|faq_process_03|qa_0051|manual_manual_chapter6.json_6.1_000|qa_0046|qa_0050|qa_0048|manual_manual_chapter6.json_6.3.1_003|manual_manual_chapter6.json_6.2.1_002,qa_0051|manual_manual_chapter6.json_6.4_005|qa_0046|manual_manual_chapter6.json_6.1_000|manual_manual_chapter6.json_6.3.1_003|faq_process_03,manual_manual_chapter6.json_6.4_005|manual_manual_chapter6.json_6.1_000|manual_manual_chapter6.json_6.3.1_003,"물품 보유 현황을 조회하는 절차는 다음과 같습니다:

1. **조회 조건 설정**: [물품 관리] 메뉴의 [보유 현황 조회] 페이지에서 상단 검색 영역에 조회하고자 하는 물품의 정보를 입력합니다. 입력 가능한 정보는 'G2B목록명', '운용부서', 'G2B목록번호', '정리일자', '취득일자'입니다. 필요 시 [초기화] 버튼을 눌러 조회 조건을 초기화할 수 있습니다.

2. **조회**: 조건을 설정한 후 [조회] 버튼을 클릭하면, 하단의 '물품 보유 현황 목록'에 조건에 해당하는 물품이 나타납니다.

3. **보유현황 확인**: "
usage_prediction_004,검색 하고나서 하단에 나타나는 시각화 자료들은 무엇을 의미해?,사용주기 AI 예측,expected_doc_not_retrieved,,,,,,"검색 후 하단에 나타나는 시각화 자료들은 일반적으로 검색 결과와 관련된 정보를 더 쉽게 이해할 수 있도록 도와주는 그래픽 요소들입니다. 이러한 시각화 자료들은 다양한 형태로 제공될 수 있으며, 그 의미는 다음과 같습니다:

1. **차트 및 그래프**: 데이터의 추세, 비교, 분포 등을 시각적으로 표현하여 복잡한 정보를 쉽게 이해할 수 있도록 합니다. 예를 들어, 주식 가격의 변동을 보여주는 선 그래프나 시장 점유율을 나타내는 파이 차트 등이 있습니다.

2. **지도**: 특정 위치나 지역과 관련된 정보를 제공할 때 사용됩니다. "
